src,ref,extra_ref,Facebook_FAIR.6862,SID,raw_score,z_score,z_score_norm,raw_score_norm,annotators
"So the Batman and Robin of getting things terribly wrong on Her Majesty's Secret Service are back in action, encountering Olga Kurylenko's beautiful femme fatale Ophelia Bulletova.","Also, der Batman und Robin des Chaos beim Secret Service ihrer Majestät sind wieder in Aktion und treffen auf Olga Kurylenkos schöne Femme Fatale Ophelia Bulletova.",Also sind der Batman und Robin der Missverständnisse wieder im Geheimdienst Ihrer Majestät in Aktion und begegnen dort Olga Kurylenkos wunderschöner Femme fatale Ophelia Bhuletova.,Also sind der Batman und Robin des Secret Service Ihrer Majestät wieder in Aktion und treffen auf Olga Kurylenkos schöne Femme fatale Ophelia Bulletova.,935,78.0,-1.50261293442008,-3.1280381032212916,-0.8200534944675087,1
"Meanwhile, the prime minister is falling dangerously under the spell of the charismatic tech billionaire who claims he can solve Britain's computer woes: the sinister Jason Volta, played by Jake Lacy.","Unterdessen gerät der Premierminister gefährlich in den Bann des charismatischen Tech-Milliardärs, der behauptet, die Computerprobleme Großbritanniens lösen zu können: der finstere Jason Volta, gespielt von Jake Lacy.","Unterdessen fiel der Premierminister gefährlich in den Bann des charismatischen Tech-Milliardärs, der behauptet, er könne die Computerprobleme Großbritanniens lösen: der unheilvolle Jason Volta, gespielt von Jake Lacy.","Unterdessen gerät der Premierminister gefährlich in den Bann des charismatischen Tech-Milliardärs, der behauptet, er könne Großbritanniens Computerprobleme lösen: des finsteren Jason Volta, gespielt von Jake Lacy.",936,99.0,0.5695782597541,0.3772070580304747,0.5766972885470859,1
"English and Bough begin their odyssey of farcical high-jinks: disguised as waiters, they set fire to a flash French restaurant; they create mayhem smuggling themselves aboard Volta's luxury yacht; and English triggers pure anarchy as he attempts to use a Virtual Reality headset to familiarise himself with the interior of Volta's house.","English und Bough beginnen ihre Odyssee der farbenprächtigen Highjinks: Als Kellner verkleidet, entzünden sie ein französisches Flash-Restaurant; sie schaffen Chaos, indem sie sich an Bord von Voltas Luxusyacht schmuggeln; und English löst reine Anarchie aus, als er versucht, sich mit einem Virtual Reality-Headset mit dem Inneren von Voltas Haus vertraut zu machen.","English und Bough beginnen ihre Odyssee mit possenhaften Späßen und Albereien: Als Kellner verkleidet, stecken sie ein französisches Restaurant in Brand; sie bewirken Chaos, indem sie sich an Bord der Luxusyacht von Volta einschleusen; und English löst ein wahres Durcheinander aus, als er versucht, sich über ein Virtual Reality Kopfset mit der Innenausstattung des Hauses von Volta vertraut zu machen.","English und Bough beginnen ihre Odyssee der absurden High-Jinks: Verkleidet als Kellner zünden sie ein französisches Schnellrestaurant an; sie schaffen Chaos, indem sie sich an Bord von Voltas Luxusjacht schmuggeln; und English löst pure Anarchie aus, als er versucht, sich mit einem Virtual-Reality-Headset mit dem Inneren von Voltas Haus vertraut zu machen.",937,97.0,0.372226717451797,0.043374185530306135,0.44367340445045783,1
"All the stops are certainly pulled out for that last sequence, but as amiable and boisterous as it is, there's quite a bit of kids' TV about the whole thing.","Für diese letzte Sequenz sind sicherlich alle Register gezogen worden, aber so liebenswürdig und ausgelassen sie auch ist, erinnert das Ganze ziehmlich an Kinderfernsehen.","All die Stopps werden sicherlich für diesen letzten Ausschnitt hinausgezogen, aber so liebenswert und ausgelassen es ist, wirkt das Ganze doch ziemlich wie Kinderfernsehen.","Für die letzte Sequenz werden sicherlich alle Register gezogen, aber so liebenswürdig und ungestüm das Ganze auch ist, es gibt ziemlich viel Kinderfernsehen über das Ganze.",938,99.0,0.5695782597541,0.3772070580304747,0.5766972885470859,1
Pretty moderate stuff.,Ziemlich mäßig.,Ziemlich moderates Zeug.,Ziemlich moderates Zeug.,939,88.0,-0.515855222908567,-1.4588737407204526,-0.15493407398436843,1
And as with the other Johnny English films I couldn't help thinking: can't the British film industry give Rowan Atkinson a role that really does justice to his talent?,"Und wie bei den anderen Johnny English-Filmen konnte ich nicht umhin zu denken: Kann die britische Filmindustrie Rowan Atkinson nicht eine Rolle geben, die seinem Talent wirklich gerecht wird?","Und genau wie bei den anderen Johnny English Filmen konnte ich einfach nur denken: Wieso kann die britische Filmindustrie Rowan Atkinson nicht einmal eine Rolle geben, die seinem Talent tatsächlich gerecht wird?","Und wie bei den anderen Johnny-English-Filmen kam ich nicht umhin zu denken: Kann die britische Filmindustrie Rowan Atkinson nicht eine Rolle geben, die seinem Talent wirklich gerecht wird?",940,97.0,0.372226717451797,0.043374185530306135,0.44367340445045783,1
Labour denies it is devising a plan for Britons to work a four day week but be paid for five days,"Labour bestreitet, einen Plan für Briten für eine Vier-Tage-Woche entwickelt zu haben, für die fünf Tage bezahlt werden.","Die Labour-Partei bestreitet, dass sie an einem Plan arbeitet, nach dem Briten für vier Tage arbeiten, aber für fünf Tage bezahlt werden sollen.","Labour bestreitet, einen Plan für Briten zu entwickeln, die eine Vier-Tage-Woche arbeiten, aber für fünf Tage bezahlt werden",941,99.0,0.5695782597541,0.3772070580304747,0.5766972885470859,1
Jeremy Corbyn's Labour Party is to consider a radical plan which will see Britons working a four day week - but getting paid for five.,"Jeremy Corbyns Labour-Partei prüft einen radikalen Plan, bei dem Briten nur vier Tage in der Woche arbeiten, jedoch für fünf bezahlt werden.","Die Labour Party von Jeremy Corbyn muss einen radikalen Plan in Betracht ziehen, der vorsieht, dass Briten vier Tage die Woche arbeiten – aber für fünf bezahlt werden.","Jeremy Corbyns Labour Party soll einen radikalen Plan erwägen, der vorsieht, dass die Briten eine Vier-Tage-Woche arbeiten – aber für fünf bezahlt werden.",942,100.0,0.464972156764656,0.2002590826834026,0.6432092305953999,1
The party reportedly wants company bosses to pass on savings made through the artificial intelligence (AI) revolution to workers by giving them an extra day off.,"Berichten zufolge will die Partei, dass Unternehmenschefs die durch die Revolution der künstlichen Intelligenz (KI) erzielten Einsparungen an die Arbeitnehmer weitergeben, indem sie ihnen einen zusätzlichen Tag frei geben.","Die Partei will angeblich, dass Unternehmenschefs die entstandenen Einsparungen aus der Revolution der künstlichen Intelligenz (KI) in Form eines zusätzlichen arbeitsfreien Tages an Arbeitnehmer weitergeben.","Berichten zufolge will die Partei, dass Firmenchefs die durch die Revolution der künstlichen Intelligenz (KI) erzielten Einsparungen an die Arbeitnehmer weitergeben, indem sie ihnen einen zusätzlichen freien Tag gewähren.",943,99.0,0.30041402825134,-0.07810161363536684,0.5766972885470859,2
It would see employees enjoy a three-day weekend - but still take home the same pay.,Mitarbeiter würden ein dreitägiges Wochenende genießen - aber immer noch das gleiche Geld nachhause bringen.,"Dies würde dazu führen, dass Mitarbeiter ein 3-Tage-Wochenende haben und dabei denselben Lohn wie davor mit nach Hause nehmen.",Damit würden die Beschäftigten ein dreitägiges Wochenende genießen – aber trotzdem den gleichen Lohn mit nach Hause nehmen.,944,99.0,0.30041402825134,-0.07810161363536684,0.5766972885470859,2
Sources said the idea would 'fit' with the party's economic agenda and plans to tilt the country in favour of workers.,"Quellen sagten, die Idee würde mit der wirtschaftlichen Agenda der Partei ""passen"" und plant, das Land zugunsten der Arbeitnehmer zu kippen.","Quellen berichteten, die Idee würde zu der Wirtschaftsagenda der Partei und den Plänen, das Land zugunsten der Arbeiter zu bebauen, „passen“.","Quellen sagten, die Idee würde „passen“ zur wirtschaftlichen Agenda der Partei und den Plänen, das Land zugunsten der Arbeitnehmer zu kippen.",945,99.5,0.382693092507998,0.06107873452401787,0.6099532595712429,2
Shifting to a four-day week has been endorsed by the Trades Union Congress as a way for workers to take advantage of the changing economy.,"Der Gewerkschaftskongress hat die Umstellung auf eine Vier-Tage-Woche als Möglichkeit für die Arbeitnehmer gebilligt, um so die sich verändernde Wirtschaft zu nutzen.","Der Umstieg auf eine Vier-Tage-Woche wurde vom Trades Union Congress als Möglichkeit für Arbeitnehmer unterstützt, die Vorteile der sich verändernden Wirtschaft zu nutzen.","Die Umstellung auf eine Vier-Tage-Woche wurde vom Gewerkschaftskongress als eine Möglichkeit für Arbeitnehmer gebilligt, die Vorteile der sich wandelnden Wirtschaft zu nutzen.",946,99.5,0.382693092507998,0.06107873452401787,0.6099532595712429,2
A senior Labour Party source told The Sunday Times: 'A policy review is expected to be announced before the end of the year.,Eine hochrangige Quelle aus der Labour-Partei sagte der Sunday Times: Eine Überprüfung der Politik wird voraussichtlich noch vor Jahresende angekündigt.,"Eine hochrangige Quelle bei der Labour-Partei sagte gegenüber der Sunday Times: „Es wird erwartet, das die Richtlinie vor Ende des Jahres überprüft wird.","Eine hochrangige Quelle der Labour Party sagte der Sunday Times: „Es wird erwartet, dass vor Ende des Jahres eine Überprüfung der Politik angekündigt wird.",947,99.0,0.30041402825134,-0.07810161363536684,0.5766972885470859,1
'It won't happen overnight but a four-day working week is an aspiration that fits in with the party's approach to rebalancing the economy in favour of the worker as well as the party's overall industrial strategy.',"Eine Vier-Tage-Woche ist ein Ziel, der mit dem Ansatz der Partei zur Wiederherstellung des wirtschaftlichen Gleichgewichts zugunsten der Arbeitnehmer und der allgemeinen Industriestrategie der Partei übereinstimmt. Dieses Ziel wird jedoch nicht über Nacht realsiert werden können.","„Es wird nicht von heute auf morgen passieren, aber eine Vier-Tage-Woche passt als Ziel sowohl zum Ansatz der Partei die Wirtschaft wieder zugunsten der Arbeitnehmer ins Gleichgewicht zu bringen als auch zu ihrer globalen Industriestrategie.”","„Das wird nicht von heute auf morgen passieren, aber eine Vier-Tage-Woche ist ein Anspruch, der in den Ansatz der Partei zur Neuausrichtung der Wirtschaft zugunsten der Arbeitnehmer sowie in die allgemeine Industriestrategie der Partei passt“.",948,100.0,0.464972156764656,0.2002590826834026,0.6432092305953999,1
"The Labour Party would not be the first to endorse such an idea, with the Green Party pledging a four-day working week during its 2017 general election campaign.","Die Labour-Partei wäre nicht die erste, die eine solche Idee befürwortet, da die Grüne Partei während ihres Wahlkampfes 2017 eine viertägige Arbeitswoche versprach.","Die Labour Party wäre nicht die erste, die diese Idee unterstützen würde - die Green Party hatte sich bereits im Parlamentswahlkampf 2017 für die Einführung der 4-Tage-Woche ausgesprochen.","Die Labour Party wäre nicht die erste Partei, die eine solche Idee befürwortet. Die Grüne Partei versprach während ihres Bundestagswahlkampfs 2017 eine Vier-Tage-Woche.",949,99.5,0.382693092507998,0.06107873452401787,0.6099532595712429,2
"The aspiration is currently not being endorsed by the Labour Party as a whole, however.",Dieser Vorstoß wird derzeit jedoch von der gesamten Labour-Partei nicht unterstützt.,Dennoch wird das Ziel derzeit nicht von der gesamten Labour Party unterstützt.,Das Bestreben wird derzeit allerdings nicht von der Labour Party als Ganzes unterstützt.,950,99.0,0.30041402825134,-0.07810161363536684,0.5766972885470859,1
A Labour Party spokesman said: 'A four-day working week is not party policy and it is not being considered by the party.',"Ein Sprecher der Labour-Partei sagte: ""Eine Vier-Tage-Woche ist keine Parteipolitik und wird von der Partei nicht beabsichtigt"".",Ein Sprecher der Labour Party sagte: 'Eine Vier-Tage-Woche entspricht nicht der Parteipolitik und wird von der Partei nicht in Erwägung gezogen.',Ein Sprecher der Labour Party sagte: „Eine Vier-Tage-Woche ist keine Parteipolitik und wird von der Partei nicht in Erwägung gezogen“.,951,100.0,0.464972156764656,0.2002590826834026,0.6432092305953999,1
Shadow Chancellor John McDonnell used last week's Labour conference to flesh out his vision for a socialist revolution in the economy.,"Schatzkanzler John McDonnell nutzte die Konferenz der Labour-Partei in der letzten Woche, um seine Vision für eine sozialistische Revolution in der Wirtschaft zu konkretisieren.","Der Schattenschatzkanzler John McDonnell nutzte die Labour-Konferenz der letzten Woche, um seine Vision von einer sozialistischen Revolution der Wirtschaft zu konkretisieren.","Schattenkanzler John McDonnell nutzte die Labour-Konferenz in der vergangenen Woche, um seine Vision einer sozialistischen Revolution in der Wirtschaft zu konkretisieren.",952,99.5,0.382693092507998,0.06107873452401787,0.6099532595712429,2
Mr McDonnell said he was determined to claw back power from 'faceless directors' and 'profiteers' at utility firms.,"Herr McDonnell sagte, er sei entschlossen, die Macht von ""gesichtslosen Direktoren"" und ""Profitmachern"" bei Versorgungsunternehmen zurückzugewinnen.","Mr McDonnell sagte, er sei fest entschlossen, „gesichtslosen Direktoren” und „Profiteuren” von Versorgungsbetrieben die Macht wieder zu entreißen.","Herr McDonnell sagte, er sei entschlossen, die Macht von „gesichtslosen Direktoren“ und „Profiteuren“ bei Versorgungsunternehmen zurückzufordern.",953,99.0,0.30041402825134,-0.07810161363536684,0.5766972885470859,1
The shadow chancellor's plans also mean current shareholders in water companies may not get back their entire stake as a Labour government could make 'deductions' on the grounds of perceived wrongdoing.,"Die Pläne des Schattenkanzlers bedeuten auch, dass die derzeitigen Aktionäre der Wasserunternehmen möglicherweise nicht ihren gesamten Anteil zurückerhalten, da eine Labour-Regierung ""Abzüge"" aufgrund von vermeintlichen Fehlverhaltensweisen vornehmen könnte.","Der Plan des Schattenkanzlers bedeutet auch, dass aktuelle Inhaber von Anteilen an Wasserunternehmen vielleicht nicht alles davon zurückbekommen, da eine Labour-Regierung ,Abzüge’ aufgrund vermeintlichen Fehlverhaltens machen könnte.","Die Pläne des Schattenkanzlers bedeuten auch, dass die derzeitigen Aktionäre der Wasserbetriebe möglicherweise nicht ihren gesamten Anteil zurückbekommen, da eine Labour-Regierung aufgrund wahrgenommenen Fehlverhaltens „Abzüge“ vornehmen könnte.",954,99.0,0.30041402825134,-0.07810161363536684,0.5766972885470859,1
"He also confirmed plans to put workers on company boards and create Inclusive Ownership Funds to hand 10 per cent of private-sector firms' equity to employees, who stand to pocket annual dividends of up to £500.","Er bestätigte auch die Pläne Arbeitnehmer in die Unternehmungsleitungen zu berufen und Inclusive Ownership Funds zu schaffen, um 10% des Eigenkapitals von Unternehmen des Privatsektors an die Mitarbeiter, die jährliche Dividenden von bis zu 500 Pfund erhalten, zu verteilen.","Er bestätigte ebenfalls die Pläne zur Ernennung von Mitarbeiter in den Unternehmensvorstand, und die Gründung eines Inclusive Ownership Funds, der 10 Prozent des Eigenkapitals des privaten Unternehmens an die Mitarbeiter ausgibt, die jährliche Dividenden von bis zu 500 £ einstreichen können.","Er bestätigte auch Pläne, Arbeitnehmer in die Vorstände von Unternehmen zu entsenden und Inclusive Ownership Funds zu schaffen, um 10 Prozent des Eigenkapitals von Unternehmen des privaten Sektors an Mitarbeiter zu übergeben, die jährliche Dividenden von bis zu 500 Pfund einstreichen können.",955,100.0,0.464972156764656,0.2002590826834026,0.6432092305953999,1
"Lindsey Graham, John Kennedy tell ""60 Minutes"" whether the FBI's investigation of Kavanaugh could change their minds","Lindsey Graham und John Kennedy sprechen in „60 Minutes“ darüber, ob die FBI-Ermittlungen gegen Kavanaugh ihre Meinung ändern könnten","Lindsey Graham, John Kennedy erzählen „60 Minutes“, ob die Ermittlungen des FBI gegen Kavanaugh ihre Meinung ändern könnten.","Lindsey Graham, John Kennedy erzählen „60 Minutes“, ob die FBI-Ermittlungen gegen Kavanaugh ihre Meinung ändern könnten",956,99.0,0.30041402825134,-0.07810161363536684,0.5766972885470859,1
"The FBI investigation into accusations against Judge Brett Kavanaugh has delayed a final vote on his nomination to the Supreme Court by at least a week, and raises the question of whether the bureau's findings could sway any Republican senators into pulling their support.","Aufgrund einer laufenden FBI-Untersuchung bezüglich Anschuldigungen gegen Richter Brett Kavanaugh wurde die endgültige Abstimmung zur Berufung des Richters an den Obersten Gerichtshof um mindestens eine Woche verschoben. Weiterhin wird die Frage aufgeworfen, ob die Ermittlungsergebnisse des FBI republikanische Senatoren veranlassen könnten, ihre Unterstützung für Kavanaugh aufzugeben.","Die FBI-Ermittlungen zu den Anschuldigungen gegen Richter Brett Kavanaugh haben eine abschließende Abstimmung über seine Nominierung für den Obersten Gerichtshof um mindestens eine Woche verzögert, und das wirft die Frage auf, ob die Untersuchungsergebnisse republikanische Senatoren überhaupt dazu bewegen könnten, ihre Unterstützung aufzugeben.","Die FBI-Untersuchung der Vorwürfe gegen Richter Brett Kavanaugh hat eine endgültige Abstimmung über seine Nominierung für den Obersten Gerichtshof um mindestens eine Woche verzögert und wirft die Frage auf, ob die Ergebnisse des Büros irgendwelche republikanischen Senatoren dazu bewegen könnten, ihre Unterstützung zu ziehen.",957,100.0,0.689013037967901,0.5792386946845169,0.6432092305953999,2
"In an interview airing Sunday, ""60 Minutes"" correspondent Scott Pelley asked Republicans Sens. John Kennedy and Lindsey Graham whether the FBI could unearth anything that would lead them to change their minds.","In einem am Sonntag übertragenen Interview hat Scott Pelley, Korrespondent von „60 Minutes“, die republikanischen Senatoren John Kennedy und Lindsey Graham dazu befragt, ob die Ermittlungsergebnisse des FBI sie dazu bewegen könnten, ihre Meinung zu ändern.","In einem am Sonntag ausgestrahlten Interview fragte der Korrespondent von „60 Minutes“, Scott Pelley, die republikanischen Senatoren John Kennedy und Lindsey Graham, ob das FBI irgendetwas zu Tage fördern könnte, was sie dazu bringen würde, ihre Meinung zu ändern.","In einem Interview, das am Sonntag ausgestrahlt wurde, fragte „60 Minutes“ -Korrespondent Scott Pelley die republikanischen Senatoren John Kennedy und Lindsey Graham, ob das FBI irgendetwas aufdecken könne, das sie dazu bringen würde, ihre Meinung zu ändern.",958,94.0,0.433414144199914,0.1468766674157957,0.24413757830551577,2
Kennedy appeared more open than his colleague from South Carolina.,Kennedy erschien aufgeschlossener als seine Kollegin aus South Carolina.,Kennedy gab sich offener als sein Kollege aus South Carolina.,Kennedy wirkte offener als sein Kollege aus South Carolina.,959,99.5,0.667713130153902,0.5432085257454566,0.6099532595712429,2
"""I mean, of course,"" said Kennedy.","„Auf jeden Fall“, sagte Kennedy.","„Ich meine, selbstverständlich,“ sagte Kennedy.","„Ich meine natürlich“, sagte Kennedy.",960,99.0,0.57642686097808,0.3887919090660307,0.5766972885470859,2
"""I said going into the hearing, I said, I've talked to Judge Kavanaugh.",""" Ich sagte, zu Beginn der Anhörung, dass ich habe mit Richter Kavanaugh gesprochen habe.","„Am Anfang der Verhandlung habe ich gesagt, ich hab gesagt, Ich habe mit Richter Kavanaugh gesprochen.“","„Ich sagte in die Anhörung hinein, ich sagte, ich habe mit Richter Kavanaugh gesprochen.",961,98.0,0.533827045350082,0.3167315711879101,0.5101853464987719,2
"I called him after this happened, that allegation came out, said, 'Did you do it?'","Ich habe ihn angerufen, nachdem das passiert ist, nachdem diese Behauptung herauskam, sagte ich: "" Haben Sie es getan?'","Ich habe ihn angerufen, nachdem das passiert ist, die Anschuldigung bekannt wurde, und habe gesagt, „Hast du es getan?“","Ich rief ihn an, nachdem dies geschehen war, diese Behauptung kam heraus, sagte: „Haben Sie es getan?“",962,85.0,-0.369902364623006,-1.211985059929483,-0.3544699001293105,2
"He was resolute, determined, unequivocal.""","Er war entschlossen, zielgerichtet, unmissverständlich. ""","Er war energisch, entschlossen, unmissverständlich.“","Er war entschlossen, entschlossen, unmissverständlich „.",963,86.0,-0.047357103547716,-0.6663789310898995,-0.2879579580809965,2
"Graham's vote, however, appears set in stone.",Graham's Stimme schien jedoch in Stein gemeißelt zu sein.,Grahams Stimme scheint dennoch in Stein gemeißelt zu sein.,Grahams Votum scheint jedoch in Stein gemeißelt.,964,88.0,0.107828889070102,-0.4038718075932945,-0.15493407398436843,2
"""My mind's made up about Brett Kavanaugh and it would take a dynamite accusation,"" he said.","""Ich habe eine Meinung über Brett Kavanaugh und es würde einen Bombenvorwurf brauchen"", sagte er.","„Ich habe meine Entscheidung zu Brett Kavanaugh getroffen, und es bräuchte schon bombenmäßige Anschuldigung,“ sagte er.","„Meine Meinung über Brett Kavanaugh ist entschieden, und es würde eine Dynamit-Anklage erfordern“, sagte er.",965,99.0,0.57642686097808,0.3887919090660307,0.5766972885470859,2
"""Dr. Ford, I don't know what happened, but I know this: Brett denied it vigorously,"" Graham added, referring to Christine Blasey Ford.","„Dr. Ford, ich weiß nicht, was passiert ist. Ich weiß aber, dass Brett den Vorwurf vehement bestritten hat“, fügte Graham mit einem Hinweis auf Christine Blasey Ford hinzu.","„Dr. Ford, ich weiß nicht, was passiert ist, aber ich weiß eins: Brett hat es energisch dementiert,“ fügte Graham mit Bezug auf Christine Blasey Ford hinzu.","„Dr. Ford, ich weiß nicht, was passiert ist, aber ich weiß das: Brett hat es energisch bestritten“, fügte Graham in Bezug auf Christine Blasey Ford hinzu.",966,89.5,0.101742251150277,-0.41416774851647786,-0.05516616091189737,2
"""And everybody she names couldn't verify it.","""Keiner, den sie nannte, konnte es bestätigen.","„Und niemand, den sie nennt, konnte dies überprüfen.","„Und alle, die sie nennt, konnten es nicht verifizieren.",967,99.0,0.646413222339903,0.5071783568063963,0.5766972885470859,2
It's 36 years old.,Es ist 36 Jahre her.,Es ist 36 Jahre alt.,Es ist 36 Jahre alt.,968,98.5,0.485140591802258,0.23437529238660465,0.5434413175229289,2
"I don't see anything new changing.""","Ich sehe nichts Neues, das sich ändert. """,Ich sehe keine neuen Veränderungen.“,"Ich sehe nichts Neues, das sich ändert „.",969,99.0,0.57642686097808,0.3887919090660307,0.5766972885470859,2
What is the Global Citizen Festival and Has it Done Anything to Decrease Poverty?,"""Was ist das Global Citizen Festival und hat es dafür gesorgt, dass Armut verringert wird?""",Was ist das Global Citizen Festival und hat dies etwas mit Bekämpfung der Armut zu tun?,"Was ist das Global Citizen Festival und hat es etwas getan, um die Armut zu verringern?",970,85.5,0.0713157113619305,-0.4656362045482292,-0.3212139291051535,2
"This Saturday New York will host the Global Citizen Festival, an annual music event which has a hugely impressive line-up of stars performing and an equally impressive mission; ending world poverty.","An diesem Samstag findet in New York das Global Citizen Festival statt, eine jährliche Musikveranstaltung mit einer beeindruckenden Auswahl an Stars und einer ebenso beeindruckenden Mission, die Armut in der Welt zu beenden.","An diesem Sonntag findet in New York das Global Citizen Festival, eine jährliche Musikveranstaltung, statt, das ein höchst eindrucksvolles Line-Up von auftretenden Künstlern und eine ebenso beeindruckende Mission hat: das Ende der weltweiten Armut.","An diesem Samstag findet in New York das Global Citizen Festival statt, ein jährliches Musik-Ereignis mit einem enorm beeindruckenden Staraufgebot und einer ebenso beeindruckenden Mission: der Beendigung der Armut in der Welt.",971,98.0,0.56215223760487,0.36464546222835054,0.5101853464987719,2
"Now in its seventh year, the Global Citizen Festival will see tens of thousands of people flock to Central Park's Great Lawn to not only enjoy acts such as Janet Jackson, Cardi B and Shawn Mendes, but also to raise awareness for the event's true goal of ending extreme poverty by 2030.","Zum diesjährigen siebten Global Citizen Festival werden Zehntausende Menschen auf dem Great Lawn im Central Park zusammenströmen, um nicht nur Stars wie Janet Jackson, Cardi B und Shawn Mendes zu erleben, sondern auch um auf das wahre Ziel der Veranstaltung aufmerksam zu machen: die extreme Armut bis zum Jahr 2030 zu beenden.","Im siebten Jahr des Global Citizen Festival werden nun zehntausende Menschen auf die Great Lawn des Central Park strömen, nicht nur um Darbietungen wie etwa von Janet Jackson, Cardi B und Shawn Mendes zu genießen, sondern auch, um die Aufmerksamkeit für das wahre Ziel der Veranstaltung zu erhöhen, nämlich der extremen Armut bis 2030 ein Ende zu setzen.","Jetzt im siebten Jahr wird das Global Citizen Festival Zehntausende von Menschen auf den Großen Rasen des Central Parks strömen sehen, um nicht nur Acts wie Janet Jackson, Cardi B und Shawn Mendes zu genießen, sondern auch, um das Bewusstsein für das wahre Ziel der Veranstaltung zu schärfen, die extreme Armut bis 2030 zu beenden.",972,99.5,0.685966843091341,0.5740858594242807,0.6099532595712429,2
"The Global Citizen Festival, which stated in 2012, is an extension of the Global Poverty Project, an international advocacy group hoping to end poverty by increasing the number of people actively fighting against it.","Das Global Citizen Festival, das 2012 stattfand, ist eine Erweiterung des Global Poverty Projects, einer internationalen Interessengruppe, die sich zum Ziel gesetzt hat, Armut zu bekämpfen, indem sie die Zahl der Menschen erhöht, die aktiv gegen diese ankämpft.","Das Global Citizen Festival, das 2012 ins Leben gerufen wurde, ist ein Abkömmling des Global Poverty Project, einem internationalen Interessenverband, der gegen die weltweite Armut kämpft.","Das Global Citizen Festival, das 2012 ins Leben gerufen wurde, ist eine Erweiterung des Global Poverty Project, einer internationalen Interessengruppe, die hofft, die Armut zu beenden, indem sie die Zahl der Menschen erhöht, die aktiv gegen sie kämpfen.",973,99.0,0.647779985632952,0.5094903251387616,0.5766972885470859,2
"In order to receive a free ticket for the event (unless you were willing to pay for a VIP ticket), concertgoers had to complete a series of tasks, or ""actions"" such volunteering, emailing a world leader, making a phone call or any other meaningful ways to help raise awareness of their goal of ending poverty.","Um eine kostenlose Eintrittskarte für die Veranstaltung zu erhalten, hatten die Konzertbesucher eine ganze Reihe von Aufgaben oder ""Aktionen"", wie eine Freiwilligenarbeit, eine E-Mail an einen Führer in der Welt, ein Telefonat oder eine andere andere sinnvolle Möglichkeiten, das Ziel der Armutsbekämpfung zu erhöhen und das Bewusstsein dafür zu schärfen.","Um eine Freikarte für die Veranstaltung zu erhalten (es sei denn, Sie waren bereit, ein VIP-Ticket zu bezahlen), mussten Konzertbesucher eine Reihe von Aufgaben oder „Aktionen” übernehmen – wie z. B. eine freiwillige Tätigkeit oder ein Telefonat – oder auf andere sinnvolle Weise dazu beitragen, ihrem Ziel, die Armut zu beenden, mehr Aufmerksamkeit zu verschaffen.","Um eine Freikarte für die Veranstaltung zu erhalten (es sei denn, Sie waren bereit, für ein VIP-Ticket zu bezahlen), mussten die Konzertbesucher eine Reihe von Aufgaben oder „Aktionen“ wie Freiwilligenarbeit, E-Mails an einen führenden Politiker der Welt, Telefonanrufe oder andere sinnvolle Möglichkeiten erfüllen, um das Bewusstsein für ihr Ziel, die Armut zu beenden, zu schärfen.",974,99.0,0.647779985632952,0.5094903251387616,0.5766972885470859,2
But just how successful has Global Citizen been with 12 years left to achieve its goal?,Aber wie erfolgreich ist Global Citizen gewesen mit 12 verbliebenen Jahren um sein Ziel zu erreichen?,"Aber wie erfolgreich war Global Citizen, da noch 12 Jahre zum Erreichen seines Ziels bleiben?","Aber wie erfolgreich war Global Citizen innerhalb von 12 Jahren, um sein Ziel zu erreichen?",975,99.0,0.647779985632952,0.5094903251387616,0.5766972885470859,2
"Is the idea of rewarding people with a free concert a genuine way to persuade people to demand a call for action, or just another case of so-called ""clicktivism"" - people feeling like they are making a true difference by signing an online petition or sending a tweet?","Ist die Idee, Menschen mit einem kostenlosen Konzert zu belohnen, eine echte Möglichkeit, die Menschen zu überzeugen, einen Aufruf zum Handeln zu fordern, oder einfach ein anderer Fall des sogenannten ""Clicktivismus"" - Menschen, die durch die Unterzeichnung einer Online-Petition oder eines Online-Antrags bzw. dadurch einen Tweet zu senden so fühlen, als würden sie einen echten Unterschied machen?","Ist die Idee, Menschen mit einem kostenlosen Konzert zu belohnen, eine aufrichtige Art, Menschen zu einer Handlungsaufforderung zu überreden, oder nur ein weiterer Fall von sogenanntem „Klicktivismus“ – Menschen, die denken, sie würden wirklich etwas bewirken, indem sie eine Online-Petition unterzeichnen oder einen Tweet schicken?","Ist die Idee, Menschen mit einem kostenlosen Konzert zu belohnen, eine echte Möglichkeit, Menschen davon zu überzeugen, einen Aufruf zum Handeln zu fordern, oder nur ein weiterer Fall von so genanntem „Klicktivismus“ – Menschen, die das Gefühl haben, einen echten Unterschied zu machen, indem sie eine Online-Petition unterzeichnen oder einen Tweet versenden?",976,75.0,-0.740995583027243,-1.8397131922764538,-1.0195893206124509,2
